ID_Suivi,ID_Etudiant,ID_Cours,Note,Nombre_Absences,Date_Evaluation
2749,3832,8,"3,29",0,2022-11-27
2750,3210,83,"3,22",4,2023-08-31
2751,2640,49,"11,5",1,2022-09-16
2752,4567,71,"15,69",1,2022-04-08
2753,1515,18,"0,36",1,2024-04-28
2754,3909,46,"17,09",2,2022-09-16
2755,2686,51,"6,92",3,2024-07-06
2756,1006,45,"18,48",1,2024-06-04
2757,3132,36,"6,87",1,2022-07-26
2758,2892,11,"13,73",0,2025-02-19
2759,976,35,"5,74",3,2022-11-30
2760,4690,79,"19,05",0,2023-01-26
2761,266,91,"8,16",4,2024-12-31
2762,4049,22,"12,88",4,2022-06-24
2763,2644,58,"17,18",4,2023-05-11
2764,1201,87,"19,9",4,2022-04-05
2765,3707,18,"8,3",1,2023-08-20
2766,2677,51,"17,32",4,2022-09-13
2767,3005,13,"16,54",4,2022-06-16
2768,810,58,"18,41",1,2023-12-12
2769,23,62,"2,66",3,2022-11-23
2770,2970,50,"6,33",0,2022-12-03
2771,2680,52,"16,74",4,2022-08-05
2772,3736,63,"7,63",3,2022-09-13
2773,2617,89,"18,59",4,2022-09-07
2774,2880,60,"14,9",3,2023-11-26
2775,2302,70,"2,34",2,2022-10-27
2776,1994,95,"12,71",2,2023-06-07
2777,924,45,"12,52",0,2024-04-09
2778,3324,85,"14,12",4,2024-10-13
2779,4695,59,"8,71",1,2024-01-01
2780,1047,99,"2,73",2,2023-01-13
2781,2221,36,"18,96",3,2022-05-17
2782,4559,76,"0,43",1,2023-05-19
2783,2978,85,"9,3",4,2023-02-10
2784,2076,22,"8,19",4,2022-10-10
2785,1940,30,"9,21",2,2024-11-02
2786,946,38,"7,88",2,2024-06-11
2787,1740,14,"8,41",1,2024-10-03
2788,1079,68,"1,77",4,2024-12-26
2789,3277,91,"11,85",3,2023-10-10
2790,3678,63,"5,51",0,2022-10-02
2791,822,73,"16,13",1,2023-03-18
2792,376,35,"5,5",4,2023-05-29
2793,301,56,"7,75",3,2024-12-28
2794,2315,79,"1,04",3,2023-11-21
2795,509,14,"6,21",1,2024-04-22
2796,681,15,"18,67",2,2024-06-01
2797,4322,18,"4,48",1,2023-01-02
2798,3916,22,"15,65",4,2022-09-27
2799,2032,11,"0,41",3,2024-04-14
2800,3254,35,"4,22",1,2023-12-02
2801,3872,20,"6,9",2,2025-02-09
2802,418,7,"10,99",3,2023-12-12
2803,152,50,"12,95",2,2024-12-20
2804,2022,60,"6,12",4,2022-05-20
2805,42,87,"3,31",2,2024-09-25
2806,3302,2,"19,75",3,2022-04-23
2807,3068,50,"5,05",3,2022-11-06
2808,191,34,"5,77",3,2022-06-26
2809,3448,71,"9,91",2,2022-05-14
2810,3375,88,"16,4",3,2022-04-13
2811,1862,15,"17,58",2,2023-12-23
2812,3325,95,"1,06",4,2023-01-24
2813,4043,78,"9,55",1,2023-02-08
2814,4418,11,"17,11",3,2024-10-16
2815,4197,84,"2,64",3,2023-07-21
2816,1118,44,"10,11",1,2022-06-24
2817,2338,27,"4,9",2,2022-08-28
2818,4873,79,"9,62",2,2023-05-07
2819,3622,94,"1,55",2,2024-04-07
2820,2212,15,"18,4",1,2024-08-20
2821,1040,78,"1,27",1,2024-11-20
2822,1979,18,"11,88",3,2022-12-17
2823,3775,52,"2,47",1,2025-03-06
2824,437,16,"14,39",2,2024-12-24
2825,750,27,"18,85",0,2022-12-02
2826,4521,88,"10,66",3,2022-05-26
2827,2097,80,"9,25",2,2023-09-13
2828,1654,37,"11,05",0,2023-09-26
2829,367,32,"12,83",4,2023-03-15
2830,501,68,"15,04",1,2024-01-11
2831,3648,94,"18,86",0,2024-12-13
2832,996,36,"3,32",4,2024-10-12
2833,1575,23,"4,89",2,2023-11-09
2834,344,63,"11,57",4,2025-03-02
2835,3897,47,"4,88",1,2024-07-04
2836,4179,64,"18,81",4,2024-08-17
2837,4336,44,"7,86",4,2022-07-04
2838,223,65,"5,52",4,2023-08-07
2839,2029,80,"2,19",2,2024-04-08
2840,1446,99,"16,96",3,2025-02-28
2841,2424,89,"16,19",1,2023-08-30
2842,1881,46,"11,13",1,2023-09-05
2843,525,78,"3,9",1,2024-11-09
2844,261,12,"10,88",4,2022-09-17
2845,1118,40,"2,76",4,2022-09-17
2846,1595,84,"1,19",3,2022-10-21
2847,3999,54,"8,16",1,2023-09-20
2848,2887,82,"0,48",4,2023-12-29
2849,4437,9,"2,21",4,2022-12-08
2850,4825,37,"1,23",2,2024-03-03
2851,1109,59,"17,6",2,2024-11-13
2852,2050,33,"4,69",2,2025-01-14
2853,3681,2,"16,41",1,2023-10-08
2854,1372,18,"10,68",2,2024-11-09
2855,4402,23,"1,99",3,2024-10-15
2856,2641,3,"11,03",2,2022-04-28
2857,979,6,"1,89",2,2024-12-17
2858,4399,67,"18,02",2,2022-09-04
2859,2415,94,"9,41",3,2023-01-09
2860,2479,70,"12,17",1,2024-09-07
2861,4236,59,"19,04",4,2024-02-07
2862,731,17,"15,71",1,2024-11-10
2863,4973,83,"5,25",2,2024-01-12
2864,2389,70,"19,72",1,2024-05-02
2865,2534,4,"6,54",3,2024-06-17
2866,2074,39,"1,1",3,2022-09-28
2867,3802,2,"19,73",3,2023-11-21
2868,909,84,"0,91",2,2023-01-27
2869,62,98,"19,79",2,2023-09-07
2870,2027,28,"12,23",0,2022-07-06
2871,619,98,"12,8",3,2023-03-26
2872,4533,21,"7,21",0,2023-10-18
2873,119,74,"14,66",2,2024-07-17
2874,1040,70,"4,53",0,2024-09-21
2875,4678,80,"6,79",1,2022-09-07
2876,4008,39,"3,01",2,2023-06-25
2877,3852,80,"13,53",1,2022-08-21
2878,4443,81,"13,48",4,2022-05-12
2879,2612,1,"18,1",4,2024-10-07
2880,1118,26,"14,88",1,2022-09-03
2881,2334,95,"9,56",2,2023-09-25
2882,4073,61,"4,88",0,2024-06-12
2883,4109,23,"13,03",4,2023-01-18
2884,1599,68,"6,73",1,2024-05-02
2885,2015,55,"10,89",3,2024-08-09
2886,276,80,"10,47",4,2024-12-10
2887,3431,95,"6,62",1,2023-05-14
2888,4730,49,"10,79",2,2024-01-10
2889,2742,86,"16,83",1,2023-08-31
2890,1050,9,"15,53",4,2023-06-12
2891,4731,6,"14,51",3,2022-06-10
2892,4716,41,"6,3",1,2023-06-24
2893,1841,2,"18,23",1,2024-01-07
2894,3110,21,"8,12",1,2022-04-19
2895,3585,65,"14,31",4,2023-08-23
2896,284,9,"13,44",2,2023-05-08
2897,2902,16,"19,56",3,2023-04-09
2898,2060,90,"12,52",1,2022-03-26
2899,454,35,"9,42",0,2024-06-05
2900,4437,57,"16,44",0,2025-03-03
2901,2257,91,"11,38",1,2025-01-14
2902,2123,63,"0,44",4,2022-07-19
2903,1534,54,"6,19",0,2024-05-07
2904,2670,96,"13,54",4,2022-09-19
2905,3980,19,"2,51",1,2024-07-16
2906,1407,83,"5,37",1,2022-12-29
2907,2230,70,"6,83",4,2023-09-15
2908,1033,99,"19,29",1,2023-06-03
2909,1657,98,"6,9",4,2022-05-11
2910,4311,82,"5,82",1,2022-09-03
2911,336,79,"6,03",2,2023-09-16
2912,4171,54,"11,25",1,2023-09-14
2913,3499,83,"18,12",4,2023-04-20
2914,3293,61,"9,97",1,2022-03-31
2915,235,79,"1,69",0,2022-09-15
2916,2562,21,"0,04",3,2022-10-18
2917,3234,48,"10,61",2,2022-08-13
2918,3719,36,"9,86",4,2024-04-30
2919,3186,39,"7,75",1,2024-01-16
2920,3018,69,"15,84",0,2023-09-03
2921,2620,67,"18,2",2,2023-08-15
2922,1765,32,"7,42",3,2024-12-30
2923,3990,1,"2,28",1,2023-05-16
2924,4386,39,"13,37",3,2022-04-12
2925,2129,95,"18,92",2,2022-07-02
2926,1907,28,"14,16",4,2023-03-25
2927,3438,83,18,3,2023-08-05
2928,3958,10,"14,51",3,2024-11-25
2929,4428,87,"17,34",2,2024-12-02
2930,4109,46,"19,42",3,2025-01-06
2931,1586,26,"10,84",1,2022-12-31
2932,288,41,"19,67",1,2024-07-18
2933,1113,34,"16,23",3,2022-11-07
2934,3088,92,"1,35",4,2023-02-18
2935,3486,33,"18,3",4,2022-12-20
2936,1199,11,"19,11",2,2024-08-21
2937,1145,53,"14,45",2,2022-03-27
2938,1032,11,"14,42",0,2023-01-15
2939,1908,53,"1,48",4,2022-04-30
2940,1109,41,"17,82",2,2022-12-23
2941,3483,27,"2,97",1,2023-10-06
2942,2677,67,"3,98",3,2023-11-18
2943,2328,19,"5,15",1,2022-04-10
2944,649,79,"2,6",4,2022-04-23
2945,4384,53,"7,17",0,2022-12-19
2946,3958,33,"2,66",4,2023-12-10
2947,1018,22,"10,6",3,2023-11-16
2948,2488,85,"9,3",1,2022-10-23
2949,2459,58,"15,47",0,2023-05-19
2950,3019,4,"6,41",0,2022-11-16
2951,1856,19,"3,62",2,2022-06-23
2952,36,32,"18,07",4,2024-11-01
2953,2356,80,"15,17",2,2024-06-13
2954,2395,37,"8,58",4,2025-02-08
2955,23,8,"5,79",3,2025-01-04
2956,2821,83,"0,87",0,2023-11-05
2957,1648,71,"13,28",4,2024-05-19
2958,245,3,"9,61",0,2024-10-10
2959,3978,11,"5,6",1,2025-02-23
2960,2742,45,"15,36",1,2023-10-26
2961,2284,21,"0,06",3,2024-02-13
2962,3846,33,"8,23",3,2022-05-16
2963,4018,12,"10,74",2,2022-12-10
2964,1649,6,"15,58",0,2023-02-06
2965,4632,21,"12,94",4,2024-09-01
2966,3010,65,"0,4",3,2024-10-19
2967,1437,56,"19,95",2,2022-04-27
2968,2266,5,"6,74",1,2023-07-10
2969,177,89,"11,63",2,2022-07-04
2970,2808,63,"19,46",3,2024-08-19
2971,3555,23,"6,25",0,2024-05-07
2972,4504,99,"4,25",3,2022-06-10
2973,722,31,"11,48",0,2024-03-19
2974,2449,92,"11,37",1,2024-07-21
2975,2128,67,"1,06",1,2024-09-04
2976,1997,57,"15,84",1,2022-07-16
2977,3566,57,"1,38",1,2023-10-07
2978,1145,30,"2,54",2,2023-07-03
2979,4133,88,"16,62",0,2022-05-15
2980,1807,7,"3,82",4,2022-05-07
2981,824,19,"13,04",4,2023-05-05
2982,2816,12,"3,43",3,2023-05-27
2983,2084,67,"2,62",3,2022-05-23
2984,5000,10,"8,93",0,2022-09-10
2985,2237,87,"15,2",1,2023-06-06
2986,2583,80,"1,42",0,2023-06-25
2987,585,58,"12,14",3,2025-01-18
2988,3708,88,"3,69",4,2025-03-01
2989,2193,82,"4,18",0,2023-07-06
2990,2059,32,"4,55",4,2023-05-25
2991,1640,87,"13,55",2,2025-01-31
2992,2536,92,"11,62",0,2024-12-14
2993,3188,33,"9,95",2,2024-10-17
2994,1175,31,"8,77",3,2024-02-12
2995,915,73,"16,39",3,2023-01-18
2996,3978,52,"14,68",3,2022-07-14
2997,4125,97,"10,3",3,2024-10-07
2998,4119,25,"15,01",1,2022-08-12
2999,2586,82,"9,23",4,2022-06-05
3000,155,67,"5,63",4,2024-05-04
3001,2498,25,"1,71",0,2023-02-23
3002,4290,21,"6,27",2,2022-06-26
3003,2888,65,"17,08",4,2023-12-01
3004,4845,31,"13,03",0,2023-05-15
3005,4139,64,"8,98",0,2022-06-19
3006,3779,59,"5,74",2,2024-01-24
3007,4629,14,"13,73",2,2025-01-08
3008,2615,45,"18,58",0,2022-04-20
3009,77,52,"3,27",4,2022-05-04
3010,3398,46,"19,33",0,2024-02-18
3011,1870,87,"13,49",4,2023-09-16
3012,2364,27,"8,24",0,2023-06-30
3013,3167,57,"11,97",1,2023-01-27
3014,4698,42,"19,63",2,2022-06-26
3015,4052,40,"6,86",4,2025-02-02
3016,3331,96,"19,78",1,2023-09-28
3017,4754,95,"18,65",3,2022-05-04
3018,274,94,8,2,2022-03-26
3019,3282,44,"1,26",3,2022-09-11
3020,2346,56,"16,83",0,2023-08-03
3021,4664,18,"3,14",1,2022-07-31
3022,3754,81,"15,26",4,2024-06-10
3023,2433,11,"13,57",3,2024-02-22
3024,191,78,"15,53",2,2023-11-02
3025,513,46,"9,34",3,2024-12-16
3026,3742,1,"7,93",3,2022-04-28
3027,3380,16,11,1,2024-10-18
3028,4273,51,"17,44",4,2024-05-12
3029,890,76,"4,47",2,2023-09-18
3030,750,16,"14,11",3,2024-10-24
3031,4563,25,"16,02",4,2022-11-24
3032,628,90,1,0,2023-01-25
3033,4244,98,"9,37",2,2023-08-23
3034,414,35,"19,73",1,2023-12-23
3035,1981,1,"15,38",0,2023-10-01
3036,4188,96,"8,78",3,2022-06-06
3037,2649,66,"9,27",0,2022-09-21
3038,2238,67,"12,41",4,2024-05-04
3039,3111,96,"18,98",3,2025-02-03
3040,4852,98,"4,59",4,2022-05-25
3041,2074,1,"4,65",2,2022-10-13
3042,2384,90,"17,24",0,2022-08-14
3043,4268,70,"18,09",2,2022-11-02
3044,1460,35,"9,82",1,2024-05-23
3045,2265,46,"7,89",3,2022-07-20
3046,1109,38,"9,98",2,2023-06-22
3047,75,71,"10,81",1,2023-02-12
3048,267,93,"3,76",2,2022-09-06
3049,639,23,"6,01",1,2022-08-15
3050,3889,88,"15,47",1,2022-09-06
3051,4567,94,"19,99",3,2024-01-26
3052,13,38,"6,43",2,2024-08-24
3053,3389,100,"5,51",2,2022-07-19
3054,70,80,"13,19",4,2024-04-17
3055,4020,13,"17,51",2,2024-04-18
3056,4284,3,"1,13",0,2023-07-11
3057,3277,18,"6,75",2,2024-04-25
3058,1427,7,"8,6",3,2024-09-09
3059,4088,84,"13,57",4,2024-04-21
3060,4813,13,"19,16",2,2022-11-12
3061,4737,36,"9,5",2,2023-06-29
3062,154,58,"9,15",1,2023-12-22
3063,3453,37,"0,9",3,2024-12-08
3064,3815,35,"13,05",2,2024-04-10
3065,1097,99,"10,86",4,2024-05-26
3066,4337,47,"6,86",0,2023-11-15
3067,2330,52,"16,45",2,2022-03-26
3068,1304,96,"1,6",4,2022-12-08
3069,2411,75,"3,31",1,2024-11-27
3070,3223,34,"19,46",2,2025-03-07
3071,2556,30,"8,13",4,2022-11-12
3072,529,42,"4,81",3,2024-02-08
3073,4169,76,"14,16",3,2022-07-21
3074,2226,100,"5,37",0,2023-07-19
3075,3660,73,"7,65",1,2023-11-20
3076,1840,83,"18,96",4,2023-11-06
3077,1874,90,"14,22",4,2023-12-23
3078,2695,36,"10,58",3,2023-03-24
3079,272,27,"1,71",0,2023-06-28
3080,1189,71,"7,59",1,2023-11-19
3081,2421,34,"13,02",1,2022-12-08
3082,1180,74,"3,92",3,2024-01-21
3083,4456,9,"8,55",4,2022-12-17
3084,426,21,"9,23",2,2022-09-28
3085,1049,36,"8,07",1,2023-11-28
3086,1402,84,"0,51",2,2023-06-20
3087,3479,66,"8,08",4,2023-05-18
3088,879,30,"0,89",2,2024-07-09
3089,2463,8,"13,11",3,2023-01-07
3090,1599,72,"5,87",3,2023-09-05
3091,4280,38,"16,89",4,2023-03-20
3092,1085,22,"8,29",1,2024-12-15
3093,1405,3,"18,82",0,2022-04-06
3094,799,54,"17,36",1,2023-12-14
3095,4855,3,"3,53",1,2023-11-09
3096,2401,21,"18,11",3,2023-04-29
3097,2012,56,"2,6",0,2022-06-24
3098,584,66,"3,58",0,2024-06-24
3099,3408,48,"4,65",1,2023-04-01
3100,4256,94,"8,71",3,2022-05-26
3101,3884,9,"14,12",0,2022-06-25
3102,4159,73,"1,43",1,2023-03-27
3103,4857,50,"1,06",0,2023-01-31
3104,1245,20,"13,01",0,2023-01-08
3105,3213,66,"1,35",2,2025-01-16
3106,3575,69,"9,81",1,2024-07-19
3107,1998,22,"4,07",0,2022-08-12
3108,2672,61,"16,6",0,2024-04-29
3109,747,43,"16,79",1,2024-06-05
3110,2734,30,"17,19",2,2024-04-08
3111,3286,49,"10,69",4,2023-10-24
3112,3457,50,"1,42",0,2024-10-18
3113,3236,16,"18,88",2,2022-04-21
3114,4628,24,"15,42",0,2024-09-29
3115,3958,32,"3,13",2,2025-01-08
3116,2579,92,"12,86",4,2023-03-30
3117,2261,25,"9,76",3,2024-03-10
3118,4325,15,"6,3",1,2022-11-16
3119,270,64,"17,5",1,2024-06-22
3120,4401,44,"1,49",4,2022-04-21
3121,694,77,"3,15",0,2022-12-31
3122,1536,37,"10,87",4,2023-02-27
3123,1158,59,"6,38",1,2022-06-29
3124,3472,97,"9,75",3,2023-05-31
3125,3395,71,"5,85",2,2024-03-16
3126,3253,94,"8,35",0,2024-09-18
3127,444,33,"10,57",2,2024-11-20
3128,4060,28,"17,48",0,2022-08-04
3129,1310,48,"2,99",2,2025-03-16
3130,4495,98,"19,68",4,2024-03-06
3131,2050,78,"8,77",4,2023-01-25
3132,734,55,"5,51",0,2023-09-16
3133,4644,25,"16,15",3,2023-11-07
3134,316,85,"14,84",1,2024-10-07
3135,1402,32,"0,91",3,2024-03-12
3136,3468,44,"0,88",2,2024-07-22
3137,3788,40,4,1,2024-02-10
3138,4903,70,"19,36",0,2022-07-11
3139,4705,29,"18,25",0,2022-09-29
3140,673,63,"15,49",3,2023-04-12
3141,1873,16,"5,51",3,2022-08-01
3142,2384,44,"3,72",4,2023-07-24
3143,4693,15,"6,53",1,2023-09-08
3144,3390,68,"18,17",3,2023-01-14
3145,3151,32,"8,42",4,2025-01-12
3146,4650,57,"10,07",2,2024-07-17
3147,4704,24,"3,86",4,2023-07-22
3148,2006,53,"8,8",4,2024-12-04
3149,4812,36,"7,27",4,2022-06-23
3150,4126,80,"14,02",4,2024-10-10
3151,231,58,"4,53",2,2024-04-13
3152,1693,18,"9,83",2,2024-04-13
3153,2299,96,"5,82",2,2023-11-24
3154,3797,15,"12,36",2,2023-12-12
3155,3174,41,"3,52",1,2023-01-03
3156,2494,49,"7,27",2,2023-01-23
3157,1372,71,"5,79",4,2024-04-07
3158,4463,48,"10,84",4,2024-01-18
3159,3223,75,"4,31",4,2024-03-31
3160,3138,90,"4,2",3,2022-09-28
3161,2985,33,"3,28",0,2024-10-09
3162,4599,49,"11,99",3,2024-01-21
3163,1581,36,"11,4",1,2022-03-23
3164,4910,82,"18,17",2,2023-11-10
3165,3972,53,"0,38",1,2023-07-30
3166,4340,73,"7,19",1,2022-06-29
3167,3351,43,"1,18",1,2023-12-26
3168,1330,61,"1,26",4,2025-02-25
3169,3103,17,"10,93",3,2022-05-26
3170,1349,39,"15,28",2,2024-08-26
3171,1773,99,"1,31",3,2023-07-04
3172,2570,37,"8,9",3,2024-08-18
3173,3316,87,"3,7",4,2022-07-21
3174,3570,58,"19,7",3,2024-07-06
3175,1550,91,"18,51",1,2025-02-24
3176,4753,8,"0,34",2,2022-04-30
3177,2129,88,"10,94",0,2023-01-18
3178,4897,39,"3,46",1,2024-08-06
3179,4970,5,"18,02",1,2024-12-15
3180,385,76,"9,52",3,2024-02-23
3181,3528,33,"6,48",0,2025-02-23
3182,1494,73,"19,63",1,2022-09-18
3183,2109,9,"19,01",2,2023-03-30
3184,1323,2,"7,88",0,2022-11-08
3185,3280,76,"16,28",1,2022-10-31
3186,1785,86,"6,35",0,2024-08-19
3187,4744,88,"11,98",1,2022-05-13
3188,2664,15,"5,95",0,2022-07-19
3189,1777,21,"16,85",4,2025-02-24
3190,1302,8,"19,18",4,2025-03-01
3191,2267,12,"11,46",1,2023-05-22
3192,369,14,"13,65",3,2023-01-05
3193,3779,93,"7,63",2,2023-05-16
3194,4715,95,"9,25",3,2022-06-30
3195,2370,8,"3,91",2,2023-12-16
3196,933,53,"4,25",0,2024-01-13
3197,4980,40,"16,12",3,2023-01-29
3198,3326,21,"9,94",3,2023-12-03
3199,3611,74,"3,39",0,2023-11-26
3200,2650,27,"17,45",4,2022-10-05
3201,414,87,"3,93",4,2024-07-03
3202,4079,76,"12,29",2,2023-10-13
3203,884,36,"16,34",2,2023-06-07
3204,1502,41,"17,99",3,2022-05-12
3205,1003,100,"4,37",3,2022-07-17
3206,3840,89,"2,87",3,2022-10-04
3207,4813,79,"3,06",3,2023-07-05
3208,3051,13,"8,15",2,2023-09-19
3209,1046,47,"18,33",3,2022-12-19
3210,1932,47,"15,84",3,2023-05-19
3211,2690,66,"18,69",3,2023-12-06
3212,3870,2,"9,57",4,2024-08-24
3213,4075,84,"15,42",4,2022-09-06
3214,1552,41,"2,76",0,2023-06-27
3215,3331,97,"5,82",3,2022-06-16
3216,1132,30,"0,53",4,2023-05-26
3217,3580,69,"8,86",0,2025-03-17
3218,978,22,"9,28",0,2023-05-08
3219,560,23,"15,01",2,2024-11-27
3220,4511,48,"8,38",3,2022-05-04
3221,2405,59,"19,04",3,2025-02-16
3222,4638,26,"16,61",1,2023-04-17
3223,69,84,"17,79",0,2024-07-15
3224,4533,74,"2,99",2,2023-03-01
3225,1723,92,"4,36",1,2022-06-18
3226,321,76,"18,52",3,2023-12-06
3227,4119,12,"1,14",2,2023-08-18
3228,3554,59,"8,94",0,2023-11-27
3229,3927,53,19,3,2024-10-17
3230,264,83,"14,61",1,2023-09-22
3231,4450,14,"6,31",4,2023-06-22
3232,3838,33,"18,19",0,2023-01-08
3233,3060,26,"7,98",4,2023-11-29
3234,4179,90,"2,08",2,2023-11-08
3235,4582,30,"13,71",2,2024-04-06
3236,4441,19,"8,68",2,2023-01-16
3237,367,96,"2,86",4,2024-08-28
3238,4988,61,"4,19",3,2023-10-15
3239,3599,91,6,0,2025-02-09
3240,4898,84,"9,18",2,2023-01-10
3241,472,59,"0,28",1,2022-05-30
3242,14,98,"15,66",2,2023-07-10
3243,4725,17,"4,43",2,2022-07-19
3244,974,48,"4,65",4,2022-12-10
3245,3749,46,"4,36",1,2024-04-22
3246,1375,52,"17,36",3,2022-10-23
3247,2596,81,"6,21",0,2022-08-13
3248,785,28,"0,38",1,2024-02-25
3249,4903,58,"16,57",1,2025-01-21
3250,2580,51,"7,26",1,2024-02-28
3251,1226,82,"4,06",4,2022-12-13
3252,3648,74,"13,81",3,2024-06-21
3253,2476,4,"9,14",1,2024-06-22
3254,3756,46,"8,14",3,2023-10-30
3255,4263,61,"16,26",3,2024-02-11
3256,448,75,"13,1",2,2023-09-12
3257,2045,58,5,0,2025-01-09
3258,1120,95,"13,66",1,2024-06-09
3259,1152,25,"7,34",3,2024-05-11
3260,575,86,"16,98",2,2023-03-27
3261,3057,71,"11,33",0,2022-09-26
3262,3775,30,"9,19",1,2022-11-17
3263,1355,53,"9,29",2,2022-03-23
3264,4737,52,"19,29",3,2024-12-14
3265,1453,22,"7,41",1,2023-08-11
3266,935,69,"8,12",4,2023-06-21
3267,1719,26,"6,34",0,2022-05-28
3268,3137,50,"6,29",3,2024-12-12
3269,1702,40,"18,7",2,2024-03-16
3270,1301,71,"6,55",2,2023-11-15
3271,1614,59,"12,71",0,2025-02-17
3272,1754,10,"0,78",2,2023-06-03
3273,4189,10,"10,43",4,2023-09-11
3274,4614,37,"11,51",1,2023-11-03
3275,98,71,"3,43",4,2024-06-25
3276,2528,85,"16,26",3,2022-09-17
3277,2708,42,"6,9",3,2024-06-30
3278,1296,31,"2,39",0,2024-11-28
3279,1613,43,"2,19",4,2022-09-11
3280,2733,91,"16,17",3,2023-10-14
3281,923,44,"11,78",2,2024-09-04
3282,802,57,"8,25",2,2024-08-26
3283,3348,16,"15,46",2,2022-07-19
3284,4448,27,"18,54",2,2022-08-20
3285,2384,35,"2,15",2,2024-08-01
3286,2846,85,"3,99",3,2023-05-27
3287,917,60,"18,89",0,2025-03-15
3288,2906,73,"10,06",4,2024-07-22
3289,208,52,"8,71",0,2023-12-13
3290,2871,32,"8,27",2,2023-09-07
3291,1231,13,"18,14",4,2025-03-06
3292,473,65,"6,95",3,2024-04-21
3293,1336,53,"11,7",0,2023-03-15
3294,3708,58,"11,73",4,2022-12-15
3295,2803,10,"17,67",0,2023-07-20
3296,3072,89,"10,45",3,2025-02-18
3297,359,14,"14,49",3,2024-03-23
3298,3707,91,"7,41",0,2023-10-21
3299,4689,2,"3,03",2,2024-02-03
3300,4959,29,"2,74",2,2023-06-22
3301,4083,13,"4,08",0,2022-12-15
3302,3134,23,"8,74",0,2023-12-26
3303,3026,57,"4,26",1,2023-07-11
3304,3185,6,"8,88",1,2022-05-13
3305,3168,29,"0,59",4,2024-02-12
3306,2520,65,"16,77",4,2022-08-20
3307,132,50,"5,25",4,2022-04-27
3308,601,6,"15,51",4,2024-01-02
3309,866,52,"7,7",3,2023-05-25
3310,690,72,"0,25",3,2023-03-20
3311,876,27,"10,12",1,2024-08-31
3312,4710,77,"7,87",4,2024-07-01
3313,1317,17,"6,62",2,2024-04-10
3314,2185,91,"17,87",4,2023-08-28
3315,4170,35,"5,94",2,2022-04-05
3316,4635,84,"3,15",0,2024-09-19
3317,2546,89,"15,47",1,2022-11-28
3318,388,84,"15,16",0,2024-11-16
3319,669,42,"17,25",1,2025-01-01
3320,4081,21,"5,2",3,2025-01-15
3321,857,60,"15,05",4,2022-10-01
3322,2691,65,2,2,2022-03-20
3323,4501,76,"4,29",4,2024-02-26
3324,358,33,"2,63",1,2023-03-25
3325,1770,37,"14,98",4,2023-09-08
3326,2734,23,"4,92",4,2022-04-19
3327,578,12,"10,05",1,2023-03-06
3328,3445,7,"0,46",3,2022-07-05
3329,1940,65,"4,45",1,2022-07-23
3330,4116,76,"5,31",4,2024-03-31
3331,2397,95,"4,11",0,2024-03-25
3332,3062,29,"14,33",2,2023-05-20
3333,730,66,"9,91",0,2024-09-26
3334,336,54,"1,03",2,2024-05-15
3335,4397,78,"17,5",0,2023-05-19
3336,2042,95,"12,4",0,2025-01-25
3337,4815,54,"0,78",3,2022-08-30
3338,2682,15,"10,21",0,2023-01-11
3339,2839,40,"8,95",2,2022-05-30
3340,2716,21,"1,13",0,2023-01-01
3341,529,47,"7,15",1,2025-02-12
3342,3507,61,"12,26",3,2024-09-02
3343,3784,39,"17,33",2,2024-09-06
3344,570,67,"18,39",0,2023-03-19
3345,3274,86,"18,77",2,2025-02-14
3346,4261,50,"8,53",3,2024-04-13
3347,298,57,"15,48",0,2022-07-05
3348,563,48,"17,1",3,2024-04-23
3349,1623,77,"6,7",4,2022-09-27
3350,2284,69,"11,9",0,2024-01-25
3351,4390,34,"18,28",4,2024-12-25
3352,4826,63,"5,55",2,2023-03-23
3353,539,22,"0,44",1,2024-08-08
3354,4923,40,"12,16",3,2022-10-02
3355,4450,38,"5,14",4,2024-12-08
3356,2351,100,"18,61",1,2023-08-15
3357,3547,36,"6,35",2,2023-03-22
3358,1749,64,"19,15",0,2023-02-04
3359,4461,89,"10,5",1,2023-07-30
3360,4004,35,"13,76",4,2024-06-10
3361,1166,97,"19,29",1,2022-05-25
3362,2465,58,"7,29",4,2023-10-25
3363,1880,83,"15,21",4,2024-10-27
3364,3336,92,"12,44",0,2022-05-31
3365,2354,34,"13,28",1,2024-12-25
3366,1336,51,"1,52",1,2024-02-05
3367,2497,79,"2,47",2,2023-11-20
3368,3188,37,"18,85",3,2022-04-13
3369,903,1,"16,16",4,2024-05-08
3370,280,4,"5,96",1,2024-04-06
3371,3692,97,"11,21",4,2024-04-21
3372,3788,27,"8,18",2,2023-12-31
3373,1310,6,"16,78",3,2023-04-16
3374,4020,75,"17,15",2,2024-02-05
3375,497,46,"3,99",1,2022-10-01
3376,4837,71,"14,88",1,2022-05-08
3377,2642,19,"12,38",1,2022-08-20
3378,4385,53,"14,84",0,2022-10-31
3379,1615,51,"0,67",1,2022-04-15
3380,3202,44,"10,51",0,2022-04-29
3381,1581,78,"4,36",2,2022-10-21
3382,177,24,"0,47",3,2025-02-07
3383,92,72,"8,1",3,2023-03-28
3384,2421,96,"0,93",3,2023-03-07
3385,4759,82,13,4,2023-04-16
3386,825,51,"0,49",1,2022-05-22
3387,625,26,"12,09",4,2023-07-30
3388,835,83,"14,55",4,2025-02-20
3389,4352,60,"0,15",1,2024-07-15
